name,x1,x2,y1,y2,classname
2194.png,230,58,399,254,face_with_mask
2194.png,255,131,398,250,mask_colorful
2194.png,234,87,369,180,goggles
4153.png,495,99,712,364,face_with_mask
4153.png,290,92,481,322,face_with_mask
4153.png,74,203,272,394,face_with_mask
4153.png,107,306,270,387,mask_colorful
4153.png,305,206,469,318,mask_colorful
4153.png,511,217,699,358,mask_colorful
6310.jpg,266,388,361,516,face_no_mask
6310.jpg,416,368,469,428,face_no_mask
6310.jpg,510,297,567,382,face_no_mask
6310.jpg,588,300,633,366,face_no_mask
6310.jpg,658,326,709,389,face_no_mask
6310.jpg,727,274,779,341,face_no_mask
3337.png,231,3,673,389,face_with_mask
3337.png,266,77,596,387,mask_colorful
3369.png,97,4,371,268,face_with_mask
3369.png,185,166,513,596,face_with_mask
3369.png,184,327,483,596,mask_colorful
3369.png,109,47,324,260,mask_colorful
3369.png,186,32,341,196,eyeglasses
5725.jpg,108,82,358,349,face_other_covering
5725.jpg,493,31,700,286,face_other_covering
5725.jpg,84,80,354,403,hijab_niqab
5725.jpg,478,29,700,349,hijab_niqab
5279.jpg,127,39,272,241,face_other_covering
5279.jpg,506,197,587,288,face_other_covering
5279.jpg,128,42,270,169,hat
5279.jpg,130,177,270,238,other
5279.jpg,526,259,586,284,other
5279.jpg,506,197,585,253,hat
5279.jpg,376,206,458,258,hat
5279.jpg,371,205,458,306,face_other_covering
4674.png,9,184,146,380,face_with_mask
4674.png,318,108,445,294,face_with_mask
4674.png,221,138,320,287,face_with_mask
4674.png,8,277,140,378,mask_surgical
4674.png,224,207,294,279,mask_surgical
4674.png,312,193,431,289,mask_surgical
1964.png,79,101,361,518,face_other_covering
1964.png,76,18,360,328,hat
3166.png,64,126,449,464,face_with_mask
3166.png,169,279,367,472,mask_colorful
3166.png,121,126,402,263,hat
3166.png,42,127,493,525,hood
4031.png,47,3,356,365,face_with_mask
4031.png,69,148,324,360,mask_colorful
2492.png,157,98,202,152,face_with_mask
2492.png,405,63,450,125,face_no_mask
2492.png,159,123,197,150,mask_surgical
2492.png,108,67,122,86,face_no_mask
2492.png,218,63,238,85,face_no_mask
2492.png,15,112,33,135,face_no_mask
2492.png,349,80,387,126,face_with_mask
2492.png,304,88,331,129,face_with_mask
2492.png,305,109,330,128,mask_colorful
2492.png,349,100,386,128,mask_colorful
5931.jpg,330,140,362,156,eyeglasses
5931.jpg,175,92,227,158,face_no_mask
5931.jpg,390,99,435,152,face_no_mask
5931.jpg,477,95,518,148,face_no_mask
5931.jpg,325,118,365,173,face_other_covering
2388.png,139,39,346,277,face_with_mask
2388.png,194,152,341,277,mask_surgical
2388.png,170,124,346,163,eyeglasses
3082.png,494,32,561,120,face_with_mask
3082.png,377,49,453,132,face_with_mask
3082.png,773,48,824,124,face_no_mask
3082.png,23,26,98,120,face_with_mask
3082.png,496,84,542,117,mask_surgical
3082.png,50,79,92,112,mask_surgical
3082.png,378,96,415,127,mask_surgical
3082.png,22,29,91,71,hat
3082.png,491,31,559,78,hat
3082.png,38,62,101,84,eyeglasses
3082.png,637,150,687,184,mask_surgical
3082.png,594,121,631,159,mask_surgical
3082.png,621,106,692,185,face_with_mask
3082.png,588,89,645,156,face_with_mask
1811.jpg,435,83,583,276,face_no_mask
1969.jpg,388,77,489,210,face_with_mask
1969.jpg,683,104,784,242,face_with_mask
1969.jpg,691,153,744,230,mask_surgical
1969.jpg,416,124,478,204,mask_surgical
4047.png,284,39,470,293,face_other_covering
4047.png,732,103,929,344,face_no_mask
4047.png,318,169,457,288,gas_mask
6193.jpg,786,154,1092,586,face_no_mask
5119.png,81,7,322,319,face_with_mask
5119.png,125,176,302,307,mask_colorful
4662.png,78,216,294,543,face_with_mask_incorrect
4662.png,270,151,477,449,face_with_mask_incorrect
4662.png,75,385,266,541,mask_surgical
4662.png,300,361,492,469,mask_surgical
4662.png,84,236,298,371,hair_net
4662.png,261,148,474,284,hair_net
2828.png,3,0,535,331,face_with_mask
2828.png,147,114,429,334,mask_surgical
2828.png,0,0,541,330,hat
5310.jpg,350,24,486,194,face_no_mask
3467.png,638,6,892,289,face_with_mask
3467.png,218,41,367,235,face_with_mask
3467.png,257,125,366,162,eyeglasses
3467.png,245,148,362,222,mask_surgical
3467.png,693,185,796,292,mask_surgical
3467.png,634,5,894,165,hat
6292.jpg,871,195,1444,949,face_no_mask
6292.jpg,2400,226,2915,899,face_no_mask
3466.png,464,124,611,304,face_with_mask
3466.png,263,164,338,328,face_with_mask
3466.png,466,122,610,194,hat
3466.png,268,227,337,256,eyeglasses
3466.png,482,221,591,292,mask_colorful
3466.png,262,243,330,318,mask_surgical
3466.png,471,161,600,231,goggles
2028.jpg,300,113,603,493,face_with_mask
2028.jpg,315,252,589,479,mask_colorful
2028.jpg,668,24,760,134,mask_colorful
2028.jpg,146,26,247,136,mask_colorful
6303.jpg,252,190,368,342,face_other_covering
6303.jpg,304,252,370,290,eyeglasses
6112.jpg,354,110,532,366,face_no_mask
6112.jpg,613,15,749,194,face_no_mask
6112.jpg,64,20,216,231,face_other_covering
6112.jpg,96,100,213,152,eyeglasses
6102.jpg,171,68,293,225,face_no_mask
6102.jpg,66,108,141,199,face_no_mask
6102.jpg,26,96,71,177,face_no_mask
6102.jpg,295,88,356,180,face_no_mask
6102.jpg,358,123,395,183,face_no_mask
6102.jpg,577,58,660,136,face_no_mask
6102.jpg,548,118,662,252,face_no_mask
6102.jpg,432,152,506,240,face_other_covering
6102.jpg,437,193,499,213,eyeglasses
3748.png,239,28,624,551,face_with_mask
3748.png,254,267,565,545,mask_colorful
3121.png,233,21,429,264,face_with_mask
3121.png,237,169,353,258,mask_colorful
3121.png,231,19,435,267,hood
3355.png,136,259,276,408,face_with_mask
3355.png,159,328,242,405,mask_surgical
3355.png,136,261,275,350,hat
5950.jpg,168,28,673,714,face_no_mask
6177.jpg,66,27,147,128,face_no_mask
6177.jpg,588,24,661,121,face_no_mask
4753.png,169,6,532,531,face_other_covering
4753.png,184,222,498,365,sunglasses
6363.jpg,139,74,218,104,eyeglasses
6363.jpg,454,82,520,106,eyeglasses
6363.jpg,122,18,221,151,face_other_covering
6363.jpg,454,38,550,151,face_other_covering
4437.png,245,89,443,323,face_with_mask
4437.png,263,188,399,319,mask_colorful
4507.png,172,13,366,249,face_with_mask
4507.png,200,150,362,244,mask_surgical
6203.jpg,396,202,774,739,face_no_mask
4918.png,70,18,552,479,face_other_covering
4918.png,79,34,459,477,gas_mask
4806.png,560,10,659,144,face_other_covering
4806.png,110,251,244,380,face_no_mask
4806.png,563,5,653,154,balaclava_ski_mask
5848.jpg,299,115,563,425,face_no_mask
5569.jpg,133,31,341,305,face_no_mask
4406.png,278,42,522,405,face_with_mask
4406.png,4,146,258,481,face_with_mask
4406.png,10,310,213,476,mask_surgical
4406.png,290,214,511,402,mask_surgical
4406.png,285,162,522,246,eyeglasses
5728.jpg,90,12,270,236,hijab_niqab
5728.jpg,279,52,435,254,hijab_niqab
5728.jpg,90,11,270,238,face_other_covering
5728.jpg,282,52,437,255,face_other_covering
2442.png,22,56,510,542,face_other_covering
2442.png,24,53,509,466,hat
5277.jpg,206,69,386,205,face_shield
3877.png,388,137,681,515,face_with_mask
3877.png,238,161,420,417,face_with_mask
3877.png,2,58,245,412,face_with_mask
3877.png,7,211,232,406,mask_colorful
3877.png,244,292,409,412,mask_colorful
3877.png,412,307,664,510,mask_colorful
2431.png,453,254,525,387,face_with_mask
2431.png,285,261,376,376,face_with_mask
2431.png,367,218,443,305,face_with_mask
2431.png,284,192,327,241,face_with_mask
2431.png,297,315,366,372,mask_surgical
2431.png,450,314,525,382,mask_colorful
2431.png,290,216,318,238,mask_surgical
2431.png,378,252,444,306,mask_surgical
2431.png,442,191,475,220,mask_surgical
2431.png,346,248,377,277,mask_surgical
2431.png,439,177,478,221,face_with_mask
2431.png,329,206,380,277,face_with_mask
2016.jpg,1330,627,1610,955,face_with_mask
2016.jpg,886,649,1111,928,face_with_mask
2016.jpg,442,484,716,864,face_with_mask
2016.jpg,1601,314,1791,542,face_with_mask
2016.jpg,727,268,997,591,face_with_mask
2016.jpg,0,200,241,516,face_with_mask
2016.jpg,1076,196,1246,432,face_with_mask
2016.jpg,1918,321,2109,594,face_with_mask
2016.jpg,1917,414,2088,494,eyeglasses
2016.jpg,1075,250,1208,314,eyeglasses
2016.jpg,1344,643,1588,835,face_shield
2016.jpg,1911,444,2112,593,mask_colorful
2016.jpg,1603,390,1781,546,mask_colorful
2016.jpg,1081,282,1224,412,mask_colorful
2016.jpg,735,384,985,578,mask_colorful
2016.jpg,1,326,209,502,mask_colorful
2016.jpg,444,669,700,861,mask_colorful
2016.jpg,877,775,1087,935,mask_colorful
2016.jpg,1342,775,1578,943,mask_colorful
2016.jpg,464,493,710,643,goggles
2016.jpg,1351,376,1542,605,face_with_mask
2016.jpg,1342,484,1520,609,mask_surgical
2016.jpg,554,314,721,452,mask_surgical
2016.jpg,328,438,524,611,mask_surgical
2016.jpg,540,202,747,470,face_with_mask
2016.jpg,296,346,542,641,face_with_mask
4875.png,409,7,802,480,face_other_covering
4875.png,420,9,771,477,balaclava_ski_mask
4223.png,3,2,872,700,face_with_mask
4223.png,103,51,857,693,mask_colorful
4223.png,34,2,907,686,face_with_mask
6369.jpg,296,433,369,502,face_no_mask
6424.png,69,28,381,442,face_with_mask
6424.png,102,209,384,443,mask_colorful
5357.jpg,287,183,372,301,face_no_mask
4920.png,37,100,230,318,face_with_mask
4920.png,47,195,187,321,mask_surgical
5027.jpg,365,12,526,203,face_with_mask
5027.jpg,370,110,491,206,mask_surgical
5027.jpg,122,36,225,149,face_no_mask
5304.jpg,690,756,1432,1756,face_other_covering
5304.jpg,784,1097,1328,1306,eyeglasses
5304.jpg,718,1327,1421,1750,scarf_bandana
3225.png,25,19,331,423,face_with_mask
3225.png,91,221,325,421,mask_colorful
3652.png,330,65,529,314,face_other_covering
3652.png,350,172,503,247,goggles
3652.png,337,70,521,184,helmet
3542.png,83,70,459,531,face_with_mask
3542.png,108,279,408,525,mask_colorful
6233.jpg,252,76,516,449,face_no_mask
2433.png,30,204,169,367,face_with_mask
2433.png,497,137,534,178,mask_colorful
2433.png,424,69,559,195,hijab_niqab
2433.png,81,293,165,366,mask_colorful
2433.png,436,70,555,183,face_with_mask
5611.jpg,1003,123,1118,285,face_other_covering
5611.jpg,176,124,292,276,face_other_covering
5611.jpg,1005,192,1103,234,eyeglasses
5611.jpg,192,180,287,226,eyeglasses
5462.jpg,851,279,957,392,face_no_mask
5462.jpg,479,92,561,203,face_no_mask
5462.jpg,197,54,282,175,face_no_mask
1990.jpg,454,194,594,356,face_no_mask
1990.jpg,79,317,223,476,face_with_mask
1990.jpg,107,376,217,465,mask_surgical
1990.jpg,717,377,856,532,face_no_mask
1990.jpg,0,371,46,533,face_with_mask
1990.jpg,0,445,36,528,mask_surgical
3601.png,28,7,377,520,face_other_covering
3601.png,44,135,373,347,goggles
3601.png,40,11,380,196,helmet
3601.png,44,355,324,511,scarf_bandana
3624.png,197,24,533,500,face_with_mask
3624.png,350,256,529,499,mask_colorful
3624.png,480,75,511,120,mask_colorful
3624.png,429,23,511,119,face_with_mask
5494.jpg,281,157,476,430,face_other_covering
5494.jpg,313,291,455,441,scarf_bandana
5336.jpg,156,15,360,100,hat
5336.jpg,210,65,303,149,face_other_covering
5336.jpg,214,84,302,151,scarf_bandana
4827.png,292,195,386,263,face_with_mask
4827.png,302,198,383,244,hat
4827.png,324,227,377,260,mask_colorful
2346.png,127,26,442,479,face_other_covering
2346.png,126,187,429,299,sunglasses
4644.png,296,9,380,117,face_with_mask
4644.png,307,60,373,114,mask_colorful
3626.png,177,0,572,388,face_with_mask
3626.png,250,151,533,388,mask_colorful
4293.png,86,22,361,399,face_with_mask
4293.png,85,24,346,264,hat
4293.png,137,225,358,395,mask_surgical
3894.png,161,21,553,554,face_with_mask
3894.png,160,209,487,551,mask_colorful
2766.png,163,5,577,563,face_with_mask
2766.png,167,281,548,562,mask_surgical
3110.png,163,125,226,209,face_with_mask
3110.png,187,171,220,205,mask_surgical
3110.png,179,153,223,169,sunglasses
2473.png,295,4,459,180,face_with_mask
2473.png,310,68,451,181,mask_surgical
2162.png,172,15,392,329,face_with_mask
2162.png,198,180,348,291,mask_colorful
2162.png,165,102,389,338,scarf_bandana
1952.jpg,701,96,944,362,face_other_covering
1952.jpg,176,251,384,510,face_other_covering
1952.jpg,708,210,933,365,scarf_bandana
1952.jpg,185,340,381,502,scarf_bandana
1952.jpg,710,173,862,235,eyeglasses
1952.jpg,698,53,944,244,hat
1952.jpg,130,179,374,331,hat
1952.jpg,283,98,499,373,face_other_covering
1952.jpg,0,183,155,482,face_other_covering
1952.jpg,940,196,1100,357,face_no_mask
1952.jpg,1,184,153,483,hood
1952.jpg,71,315,130,362,eyeglasses
1952.jpg,378,269,516,425,scarf_bandana
5098.jpeg,41,2,123,92,face_with_mask
5098.jpeg,161,8,203,71,face_with_mask
5098.jpeg,203,7,249,90,face_with_mask
5098.jpeg,279,76,305,112,face_with_mask
5098.jpeg,316,70,341,105,face_with_mask
5098.jpeg,52,36,119,90,mask_surgical
5098.jpeg,163,48,199,68,mask_surgical
5098.jpeg,205,55,245,85,mask_surgical
5098.jpeg,282,93,301,109,mask_surgical
5098.jpeg,316,86,339,101,mask_surgical
5098.jpeg,459,68,538,230,mask_surgical
5098.jpeg,348,100,359,112,mask_surgical
5098.jpeg,348,93,369,113,face_with_mask
5098.jpeg,276,62,298,80,face_with_mask
5098.jpeg,274,70,289,83,mask_surgical
2953.png,276,11,476,204,face_other_covering
2953.png,309,72,449,119,eyeglasses
2953.png,277,8,477,125,hat
3838.png,104,23,457,516,face_with_mask
3838.png,123,273,450,514,mask_colorful
1865.jpg,999,977,3135,3014,face_other_covering
1865.jpg,1077,1464,2063,2147,sunglasses
6257.jpg,109,176,283,417,face_no_mask
6257.jpg,362,159,525,369,face_no_mask
5945.jpg,503,34,707,330,face_no_mask
4296.png,554,95,599,155,face_with_mask
4296.png,3,174,83,255,mask_surgical
4296.png,2,86,80,257,face_with_mask
4296.png,559,128,597,150,mask_surgical
4296.png,550,96,601,153,face_with_mask
4296.png,792,177,845,211,mask_surgical
4296.png,782,135,850,217,face_with_mask
3797.png,58,5,349,323,face_with_mask
3797.png,121,185,315,321,mask_colorful
3797.png,62,4,356,180,hat
2598.png,218,3,586,322,face_with_mask
2598.png,219,119,453,310,mask_colorful
6418.png,439,292,467,353,face_with_mask_incorrect
6418.png,462,274,534,374,face_with_mask_incorrect
6418.png,626,303,681,354,face_no_mask
6418.png,441,326,464,354,mask_surgical
6418.png,463,341,520,375,mask_surgical
4714.png,200,169,299,269,face_with_mask
4714.png,221,214,279,264,mask_colorful
4107.png,441,39,864,599,face_other_covering
4107.png,490,269,820,386,eyeglasses
2450.png,253,71,406,277,face_other_covering
2450.png,271,122,422,291,balaclava_ski_mask
2450.png,253,73,430,276,hood
4679.png,339,93,421,189,face_no_mask
6181.jpg,272,35,429,274,face_no_mask
6181.jpg,648,61,818,304,face_no_mask
3276.png,25,0,400,439,face_with_mask
3276.png,25,2,391,219,hat
3276.png,56,236,371,431,mask_surgical
4797.png,243,22,422,250,face_other_covering
4797.png,251,106,369,164,sunglasses
4797.png,262,147,425,258,scarf_bandana
2579.png,215,10,533,472,face_with_mask
2579.png,223,150,525,278,eyeglasses
2579.png,210,227,519,465,mask_colorful
3863.png,265,150,389,317,face_with_mask
3863.png,298,260,353,316,mask_colorful
3863.png,1,163,69,218,hat
3863.png,0,161,40,273,face_with_mask
3863.png,73,171,132,272,face_with_mask
3863.png,1,243,35,273,mask_surgical
3863.png,67,229,123,272,mask_surgical
3863.png,22,212,43,235,eyeglasses
6158.jpg,618,419,1113,1139,face_no_mask
6387.jpg,174,39,284,162,face_no_mask
6387.jpg,320,12,442,178,face_no_mask
3158.png,76,11,262,265,face_with_mask
3158.png,102,121,260,263,mask_surgical
3158.png,80,8,252,162,hat
2904.png,270,210,311,265,face_with_mask
2904.png,418,176,459,229,face_with_mask
2904.png,12,211,54,263,face_with_mask
2904.png,281,240,309,263,mask_surgical
2904.png,421,215,450,227,mask_surgical
2904.png,19,239,51,262,mask_surgical
2904.png,12,212,54,233,hair_net
2904.png,425,200,458,211,goggles
2904.png,313,207,332,224,mask_surgical
2904.png,307,193,337,233,face_with_mask
5536.jpg,148,20,195,100,face_no_mask
1874.jpg,688,1667,2113,3113,face_with_mask
1874.jpg,1041,2042,2007,2986,mask_surgical
1874.jpg,1098,1858,1993,2225,eyeglasses
6371.jpg,259,59,309,111,face_no_mask
6371.jpg,342,111,392,158,face_no_mask
5077.jpg,249,221,537,653,face_with_mask
5077.jpg,537,164,626,268,face_with_mask
5077.jpg,536,166,616,212,hat
5077.jpg,264,393,496,465,eyeglasses
5077.jpg,274,445,515,646,mask_colorful
5077.jpg,539,218,566,259,mask_colorful
3157.png,14,3,614,438,face_with_mask
3157.png,93,96,543,437,mask_colorful
3319.png,5,3,433,496,face_with_mask
3319.png,439,8,715,439,face_with_mask
3319.png,83,248,410,481,mask_colorful
3319.png,444,171,710,423,mask_colorful
2363.png,147,207,281,366,face_with_mask
2363.png,191,280,277,367,mask_surgical
2668.png,248,56,410,251,face_with_mask
2668.png,444,117,584,300,face_with_mask
2668.png,266,146,393,251,mask_colorful
2668.png,476,215,582,298,mask_colorful
2143.jpg,257,74,728,623,face_with_mask
2143.jpg,805,124,1079,542,face_with_mask
2143.jpg,1030,30,1726,969,face_with_mask
2143.jpg,1057,473,1599,962,mask_surgical
2143.jpg,790,315,1021,526,mask_colorful
2143.jpg,249,414,509,625,mask_colorful
2143.jpg,2004,541,2111,661,mask_surgical
2143.jpg,2011,430,2124,661,face_with_mask
1817.jpg,382,47,511,244,face_other_covering
1817.jpg,339,27,517,249,helmet
1817.jpg,401,118,483,150,sunglasses
1817.jpg,405,110,502,155,sunglasses
2632.png,159,3,380,304,face_other_covering
2632.png,154,0,383,307,balaclava_ski_mask
2101.jpg,556,259,655,407,face_no_mask
2101.jpg,368,298,462,372,mask_colorful
2101.jpg,152,255,230,319,mask_colorful
3635.png,931,187,1069,370,face_with_mask
3635.png,551,187,694,378,face_with_mask
3635.png,597,269,689,371,mask_surgical
3635.png,971,277,1066,368,mask_surgical
3635.png,515,185,690,429,hijab_niqab
3635.png,884,186,1071,435,hijab_niqab
3635.png,282,231,449,366,hijab_niqab
3635.png,340,230,450,370,face_with_mask
3635.png,407,310,446,338,eyeglasses
3635.png,383,323,437,361,mask_colorful
3635.png,1066,253,1122,310,mask_colorful
3635.png,1059,193,1124,308,face_with_mask
3635.png,3,177,145,499,hijab_niqab
3635.png,102,302,163,391,mask_surgical
2269.png,162,21,273,204,face_with_mask
2269.png,194,139,253,200,mask_colorful
2269.png,159,17,274,152,hat
2327.png,455,78,492,118,face_with_mask
2327.png,461,94,485,115,mask_colorful
2327.png,461,86,489,95,sunglasses
2327.png,448,74,501,96,hat
3588.png,387,1,625,243,face_with_mask
3588.png,410,113,589,238,mask_colorful
3588.png,401,70,535,131,eyeglasses
2638.png,113,138,422,619,face_with_mask
